X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset
1682819.86,5413880.194,1604548.499,5355176.673,1761091.22,5472583.714,577791,152.8737508
1890942.679,5503127.448,1734399.958,5385720.408,2047485.4,5620534.489,1155581,305.7475016
1699289.499,5674270.359,446947.732,4735014.033,2951631.265,6613526.684,9244649,2445.980013
1795658.768,5716819.744,1756523.088,5687467.983,1834794.448,5746171.504,288895,76.43687541
1330009.872,5008941.399,1329933.435,5008884.072,1330086.308,5008998.727,564,0.149290772
1483757.99,5275160.354,1482535,5274243.112,1484980.98,5276077.597,9028,2.388652357
1262577.245,4913701.987,1261965.75,4913243.366,1263188.74,4914160.608,4514,1.194326178
1601693.823,5248155.229,1601540.949,5248040.574,1601846.696,5248269.885,1128,0.298581544
1340512.345,4946971.594,714341.4613,4477343.431,1966683.228,5416599.756,4622324,1222.990007
1819625.917,5606184.714,1663083.197,5488777.673,1976168.638,5723591.754,1155581,305.7475016
1212040.915,4998227.956,1211964.478,4998170.629,1212117.352,4998285.284,564,0.149290772
1819805.348,5830784.546,1193634.465,5361156.384,2445976.232,6300412.709,4622324,1222.990007
1756092.507,5621599.016,1756016.071,5621541.688,1756168.944,5621656.344,564,0.149290772
1142204.728,4986217.226,829119.2859,4751403.144,1455290.169,5221031.307,2311162,611.4950033
2041202.912,5750487.603,1728117.471,5515673.522,2354288.354,5985301.685,2311162,611.4950033
1584260.556,5235120.767,1584107.683,5235006.111,1584413.43,5235235.422,1128,0.298581544
1380390.462,5090423.434,1380084.715,5090194.123,1380696.21,5090652.745,2257,0.597163089
1749712.218,5623044.874,1749406.47,5622815.563,1750017.965,5623274.185,2257,0.597163089
1741664.243,5962437.049,1736772.283,5958768.079,1746556.203,5966106.019,36112,9.554609426
1821579.294,5433366.842,1195408.411,4963738.679,2447750.177,5902995.004,4622324,1222.990007
1450395.015,5172052.896,1449172.024,5171135.654,1451618.005,5172970.139,9028,2.388652357
1854165.514,5498474.305,1697622.793,5381067.264,2010708.235,5615881.345,1155581,305.7475016
1534433.401,5341961.827,1514865.561,5327285.947,1554001.241,5356637.708,144448,38.21843771
1880658.805,5521122.483,1880353.058,5520893.173,1880964.553,5521351.794,2257,0.597163089
1283124.977,4917891.939,656954.094,4448263.776,1909295.861,5387520.101,4622324,1222.990007
1237612.211,4916911.685,1227828.291,4909573.745,1247396.131,4924249.625,72224,19.10921885
1242965.334,4963100.954,1233181.414,4955763.014,1252749.254,4970438.894,72224,19.10921885
1797815.979,5898018.055,1797204.484,5897559.434,1798427.474,5898476.677,4514,1.194326178
1799606,5425675.66,1173435.116,4956047.497,2425776.883,5895303.822,4622324,1222.990007
