X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset
1816637.5441999435,5544850.615099907,1738366.183778927,5486147.094784144,1894908.9046209601,5603554.1354156695,577791,152.8737508222979
1260989.7023501396,4986863.493400097,1182718.341929123,4928159.973084334,1339261.0627711562,5045567.0137158595,577791,152.8737508222979
1360727.2767000198,5195364.38465023,1282455.9162790033,5136660.864334468,1438998.6371210364,5254067.904965993,577791,152.8737508222979
1253098.0408501625,4908073.818649769,1174826.680429146,4849370.298334006,1331369.401271179,4966777.338965531,577791,152.8737508222979
1827546.6823000908,5475978.523749828,1749275.3218790742,5417275.003434066,1905818.0427211074,5534682.044065591,577791,152.8737508222979
1434755.0992498398,5004961.604400158,1356483.7388288232,4946258.084084395,1513026.4596708564,5063665.124715921,577791,152.8737508222979
1646729.8282999992,6123844.653749943,1568458.4678789827,6065141.13343418,1725001.1887210158,6182548.174065705,577791,152.8737508222979
1930832.2358999252,5710137.589600086,1852560.8754789087,5651434.069284324,2009103.5963209418,5768841.109915849,577791,152.8737508222979
1916113.7503499985,5561555.009950161,1837842.389928982,5502851.489634398,1994385.110771015,5620258.530265924,577791,152.8737508222979
1797891.1182498932,5558275.454050064,1719619.7578288766,5499571.9337343015,1876162.4786709098,5616978.974365827,577791,152.8737508222979
1394140.9214000702,5068941.280099869,1315869.5609790536,5010237.759784106,1472412.2818210868,5127644.800415631,577791,152.8737508222979
1817628.71600008,5674632.974750042,1739357.3555790635,5615929.454434279,1895900.0764210967,5733336.495065805,577791,152.8737508222979
1637159.089000225,5315862.044000149,1558887.7285792085,5257158.523684386,1715430.4494212416,5374565.564315911,577791,152.8737508222979
1907534.7705497742,5513694.560850143,1829263.4101287576,5454991.040534381,1985806.1309707907,5572398.081165906,577791,152.8737508222979
1424582.3276000023,5126950.723199844,1346310.9671789857,5068247.202884082,1502853.6880210189,5185654.243515607,577791,152.8737508222979
1662978.0138998032,6116208.552350044,1584706.6534787866,6057505.032034282,1741249.3743208197,6174912.072665807,577791,152.8737508222979
1838059.0111999512,5762037.774750233,1759787.6507789346,5703334.25443447,1916330.3716209678,5820741.295065995,577791,152.8737508222979
1776637.6126999855,5829628.1802001,1698366.252278969,5770924.659884337,1854908.973121002,5888331.700515863,577791,152.8737508222979
1537701.9133000374,5366298.457300186,1459430.5528790208,5307594.936984424,1615973.273721054,5425001.977615949,577791,152.8737508222979
1515530.3209500313,5367162.272200108,1437258.9605290147,5308458.751884345,1593801.6813710479,5425865.79251587,577791,152.8737508222979
1245112.4957499504,5012263.2885499,1166841.1353289338,4953559.768234137,1323383.856170967,5070966.808865663,577791,152.8737508222979
1823377.077750206,5792376.417449951,1745105.7173291894,5733672.897134189,1901648.4381712226,5851079.937765714,577791,152.8737508222979
1689271.7734498978,5656710.746650219,1611000.4130288812,5598007.226334456,1767543.1338709143,5715414.266965982,577791,152.8737508222979
1836944.0301499367,5634120.043950081,1758672.66972892,5575416.523634318,1915215.3905709533,5692823.5642658435,577791,152.8737508222979
1321147.142250061,4996372.485549927,1242875.7818290445,4937668.965234164,1399418.5026710776,5055076.005865689,577791,152.8737508222979
1773529.9611001015,5776404.10340023,1695258.600679085,5717700.583084468,1851801.321521118,5835107.623715993,577791,152.8737508222979
1634129.357049942,5353368.556049824,1555857.9966289254,5294665.035734061,1712400.7174709586,5412072.076365586,577791,152.8737508222979
1899787.355750084,5511516.496650219,1821515.9953290673,5452812.976334456,1978058.7161711005,5570220.016965982,577791,152.8737508222979
1958160.4496002197,5681951.824200153,1879889.0891792031,5623248.303884391,2036431.8100212363,5740655.344515916,577791,152.8737508222979
1415323.6371498108,5051409.75304985,1337052.2767287942,4992706.232734088,1493594.9975708274,5110113.273365613,577791,152.8737508222979
1766378.9147000313,5437617.0501999855,1688107.5542790147,5378913.529884223,1844650.2751210479,5496320.570515748,577791,152.8737508222979
1250686.6026501656,5086229.587649822,1172415.242229149,5027526.06733406,1328957.9630711821,5144933.107965585,577791,152.8737508222979
1414554.004650116,5058054.811699867,1336282.6442290994,4999351.291384105,1492825.3650711325,5116758.33201563,577791,152.8737508222979
1649139.8183999062,6094601.256000042,1570868.4579788896,6035897.735684279,1727411.1788209227,6153304.776315805,577791,152.8737508222979
1481520.0207500458,5298411.380099773,1403248.6603290292,5239707.859784011,1559791.3811710624,5357114.900415536,577791,152.8737508222979
1463545.9005498886,5216502.868150234,1385274.540128872,5157799.347834472,1541817.2609709052,5275206.388465997,577791,152.8737508222979
