X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset,Service,Token
1825350.2515501976,5518628.939650059,1825312.0331125038,5518600.275821788,1825388.4699878914,5518657.603478329,282,0.07464538612083334,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1307599.984049797,5079149.70265007,1229328.6236287805,5020446.182334308,1385871.3444708136,5137853.222965833,577791,152.8737508222979,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1454484.9836001396,5289511.243150234,1454408.5467247518,5289453.915493693,1454561.4204755274,5289568.570806775,564,0.14929077224166667,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1324754.6093997955,4963393.133049965,1323531.6193931855,4962475.890545007,1325977.5994064056,4964310.375554923,9028,2.3886523566604163,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1796375.8073501587,5462551.451650143,1795152.8173435486,5461634.209145185,1797598.7973567687,5463468.694155101,9028,2.3886523566604163,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1760154.8147501945,5588836.5501999855,1740586.9746449743,5574160.67012107,1779722.6548554148,5603512.430278901,144448,38.21843770550833,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1851338.5057501793,5663942.288750172,598996.7390147278,4724685.963698583,3103680.2724856306,6603198.613801761,9244649,2445.9800131551788,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1470582.9556999207,5303267.111899853,1431447.2754894802,5273915.351742023,1509718.635910361,5332618.872057683,288895,76.43687541101666,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1552048.3958997726,5385458.944349766,1549602.4158865523,5383624.459339851,1554494.375912993,5387293.429359681,18056,4.777304713320833,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1783592.846449852,5799471.9760499,1783554.6280121582,5799443.31222163,1783631.0648875458,5799500.639878171,282,0.07464538612083334,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1318114.978149891,5108188.285950184,1317809.2306482045,5107958.975323919,1318420.7256515773,5108417.5965764485,2257,0.5971630892312499,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
2026823.6277999878,5805600.648700237,2021931.6677736826,5801931.678680508,2031715.587826293,5809269.618719966,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1370555.4031500816,4947862.47205019,1370249.6556483952,4947633.161423925,1370861.150651768,4948091.782676455,2257,0.5971630892312499,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1796088.2248997688,5517264.47660017,1794865.2348931588,5516347.234095212,1797311.2149063789,5518181.719105128,9028,2.3886523566604163,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1897372.1931500435,5559894.726099968,1892480.2331237383,5556225.756080239,1902264.1531763487,5563563.696119697,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1599960.8549499512,5236701.015950203,1599884.4180745634,5236643.688293662,1600037.291825339,5236758.343606744,564,0.14929077224166667,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1906342.8532500267,5578796.218550205,1901450.8932237215,5575127.248530476,1911234.8132763319,5582465.188569934,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1242206.8568000793,4888642.786849976,1240983.8667934693,4887725.5443450175,1243429.8468066894,4889560.029354934,9028,2.3886523566604163,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1446573.7431001663,5233779.809850216,1446267.9955984799,5233550.499223951,1446879.4906018528,5234009.120476481,2257,0.5971630892312499,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1228251.8248500824,5029499.448999882,1227946.077348396,5029270.138373617,1228557.5723517688,5029728.759626146,2257,0.5971630892312499,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1826615.7631001472,5782877.736450195,1826004.2680969099,5782419.1151977675,1827227.2581033846,5783336.357702623,4514,1.1943261781979164,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
2045839.471449852,5742511.9411997795,2043393.4914366317,5740677.456189864,2048285.4514630723,5744346.426209695,18056,4.777304713320833,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1802198.1426501274,5589541.1166501045,1799752.162636907,5587706.631640189,1804644.1226633477,5591375.60166002,18056,4.777304713320833,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1758643.0876498222,5907770.761250019,506301.3209143707,4968514.43619843,3010984.8543852735,6847027.086301608,9244649,2445.9800131551788,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1339994.1191501617,5042318.383749962,713823.235782436,4572690.221224167,1966165.0025178874,5511946.546275756,4622324,1222.9900065775894,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1313710.192100048,5156853.604750156,1294142.3519948279,5142177.724671241,1333278.0322052683,5171529.484829072,144448,38.21843770550833,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1905315.1380500793,5605958.951749802,1592229.6963661488,5371144.870486854,2218400.57973401,5840773.03301275,2311162,611.495003288927,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1806181.863699913,5654117.789850235,1806028.9899491377,5654003.134537153,1806334.7374506884,5654232.445163317,1128,0.29858154448333335,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1632151.654850006,5394978.726500034,1612583.814744786,5380302.846421119,1651719.4949552263,5409654.60657895,144448,38.21843770550833,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1869508.857749939,5577722.01940012,1869203.1102482525,5577492.708773855,1869814.6052516254,5577951.330026384,2257,0.5971630892312499,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1387603.7083997726,5112929.46999979,1387527.2715243849,5112872.142343249,1387680.1452751604,5112986.797656331,564,0.14929077224166667,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1282262.785900116,4998207.898349762,1243127.1056896755,4968856.138191932,1321398.4661105564,5027559.658507592,288895,76.43687541101666,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1798165.8548998833,5731041.087800026,1778598.014794663,5716365.20772111,1817733.6950051035,5745716.967878941,144448,38.21843770550833,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
2001371.3528499603,5715568.424749851,1981803.5127447401,5700892.544670936,2020939.1929551805,5730244.304828767,144448,38.21843770550833,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1691579.5730500221,6004312.165699959,1690356.583043412,6003394.923195001,1692802.5630566322,6005229.408204917,9028,2.3886523566604163,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1680969.9566001892,5354622.284749985,1524427.2357582916,5237215.244118562,1837512.6774420869,5472029.3253814075,1155581,305.74750164433124,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1811756.147600174,5780768.141449928,1801972.2275475638,5773430.2014104705,1821540.067652784,5788106.081489386,72224,19.109218852754164,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1476705.350349903,5138447.143700123,1474259.3703366828,5136612.658690208,1479151.3303631234,5140281.628710038,18056,4.777304713320833,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1463917.4836001396,5273872.6034498215,1150832.041916209,5039058.5221868735,1777002.9252840702,5508686.684712769,2311162,611.495003288927,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1650155.5265498161,5415304.31704998,1640371.606497206,5407966.377010522,1659939.4466024262,5422642.257089438,72224,19.109218852754164,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1695913.1325998306,5671006.996550083,1539370.411757933,5553599.95591866,1852455.8534417283,5788414.037181506,1155581,305.74750164433124,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1767076.8784499168,5602248.710100174,1767000.441574529,5602191.382443633,1767153.3153253046,5602306.037756715,564,0.14929077224166667,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1960114.382949829,5714919.090250015,1959808.6354481427,5714689.779623751,1960420.1304515155,5715148.40087628,2257,0.5971630892312499,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1483588.9885001183,5172524.946800232,1481143.008486898,5170690.461790317,1486034.9685133386,5174359.431810147,18056,4.777304713320833,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1780621.179450035,5491979.744949818,1702349.8190290185,5433276.224634055,1858892.5398710517,5550683.26526558,577791,152.8737508222979,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1804339.0110001564,5549781.91629982,1804300.7925624626,5549753.252471549,1804377.2294378502,5549810.58012809,282,0.07464538612083334,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1636455.309850216,5288574.560400009,1636378.8729748281,5288517.232743468,1636531.7467256037,5288631.88805655,564,0.14929077224166667,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1564356.7012500763,5313193.025549889,312014.93451462477,4373936.7004983,2816698.4679855276,6252449.350601478,9244649,2445.9800131551788,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1961674.0047001839,5691698.271949768,1956782.0446738787,5688029.301930039,1966565.964726489,5695367.241969497,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1737732.0974001884,5666436.854450226,1581189.3765582908,5549029.813818803,1894274.818242086,5783843.895081649,1155581,305.74750164433124,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
2028335.746650219,5746426.882199764,2028297.5282125252,5746398.218371494,2028373.9650879127,5746455.546028035,282,0.07464538612083334,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1295868.083000183,5093098.893449783,982782.6413162525,4858284.812186835,1608953.5246841137,5327912.974712731,2311162,611.495003288927,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1249949.3831501007,5086984.201950073,1171678.0227290841,5028280.681634311,1328220.7435711173,5145687.722265836,577791,152.8737508222979,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1836498.864250183,5864403.965499878,1836460.6458124893,5864375.301671607,1836537.082687877,5864432.629328148,282,0.07464538612083334,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1844627.571100235,5746446.350500107,1844551.1342248472,5746389.022843566,1844704.0079756228,5746503.678156648,564,0.14929077224166667,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1393414.6750001907,4942843.212299824,1080329.2333162602,4708029.131036876,1706500.1166841213,5177657.293562772,2311162,611.495003288927,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1983433.64620018,5692259.326250076,1978541.686173875,5688590.356230347,1988325.6062264852,5695928.296269805,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1484229.721399784,5308441.101550102,1327687.0005578864,5191034.060918679,1640772.4422416817,5425848.142181525,1155581,305.74750164433124,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1730469.5728001595,5651465.8899998665,1573926.8519582618,5534058.849368444,1887012.293642057,5768872.930631289,1155581,305.74750164433124,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
2052464.9787502289,5822053.5062999725,2052426.760312535,5822024.842471702,2052503.1971879227,5822082.170128243,282,0.07464538612083334,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
2010884.763850212,5670642.881499767,2010808.3269748243,5670585.553843226,2010961.2007256,5670700.209156308,564,0.14929077224166667,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1723192.4938001633,6058225.6672000885,470850.72706471174,5118969.3421485,2975534.2605356146,6997481.992251677,9244649,2445.9800131551788,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1380431.8980998993,5213385.156499863,1341296.2178894589,5184033.396342033,1419567.5783103397,5242736.916657693,288895,76.43687541101666,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1539901.0781998634,5472117.8208498955,1500765.397989423,5442766.060692065,1579036.7584103039,5501469.581007726,288895,76.43687541101666,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1581607.0098500252,5248196.5003499985,1576715.04982372,5244527.53033027,1586498.9698763303,5251865.470369727,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1238025.410200119,5116144.783899784,1198889.7299896786,5086793.023741954,1277161.0904105594,5145496.544057614,288895,76.43687541101666,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1580730.888299942,5249709.794950008,1541595.2080895016,5220358.034792178,1619866.5685103824,5279061.5551078385,288895,76.43687541101666,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1771937.059100151,5417946.836599827,1762153.139047541,5410608.896560369,1781720.9791527612,5425284.776639285,72224,19.109218852754164,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1582882.3421001434,5370909.950550079,1581659.3520935334,5369992.708045121,1584105.3321067535,5371827.193055037,9028,2.3886523566604163,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1291014.0355501175,5007017.42414999,1271446.1954448973,4992341.544071075,1310581.8756553377,5021693.304228906,144448,38.21843770550833,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1155997.8551001549,4880014.763500214,999455.1342582572,4762607.722868791,1312540.5759420525,4997421.804131636,1155581,305.74750164433124,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1842799.1770501137,5651780.333899975,1837907.2170238085,5648111.363880246,1847691.1370764188,5655449.303919704,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1291615.589000225,4848202.907400131,665444.7056324993,4378574.744874337,1917786.4723679507,5317831.069925926,4622324,1222.9900065775894,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1936543.4050498009,5663262.776850224,1310372.5216820752,5193634.614324429,2562714.2884175265,6132890.939376018,4622324,1222.9900065775894,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1851190.9263501167,5483024.7716498375,1812055.2461396763,5453673.011492007,1890326.6065605571,5512376.531807668,288895,76.43687541101666,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1826237.1876001358,5615105.75,1806669.3474949156,5600429.8699210845,1845805.027705356,5629781.6300789155,144448,38.21843770550833,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1755855.7097001076,5619132.552949905,503513.94296465605,4679876.227898316,3008197.476435559,6558388.878001494,9244649,2445.9800131551788,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1661324.9689002037,6124812.869400024,1661172.0951494284,6124698.214086942,1661477.842650979,6124927.524713106,1128,0.29858154448333335,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1586564.2431001663,5444015.98995018,334222.4763647148,4504759.664898591,2838906.0098356176,6383272.315001769,9244649,2445.9800131551788,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1702491.8316001892,6093837.697649956,1702415.3947248014,6093780.369993415,1702568.268475577,6093895.025306497,564,0.14929077224166667,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1533104.02850008,5424168.826049805,1376561.3076581825,5306761.785418382,1689646.7493419778,5541575.866681227,1155581,305.74750164433124,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1564488.0201997757,5249575.450650215,1559596.0601734705,5245906.480630486,1569379.9802260809,5253244.420669944,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1682835.954750061,6085924.530099869,1526293.2339081634,5968517.489468446,1839378.6755919587,6203331.570731292,1155581,305.74750164433124,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1134266.570549965,4883644.9238500595,-118075.19618548662,3944388.5987984706,2386608.337285416,5822901.248901648,9244649,2445.9800131551788,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1858145.5946497917,5705368.828249931,1855699.6146365714,5703534.343240016,1860591.574663012,5707203.3132598465,18056,4.777304713320833,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1673453.9633498192,5389189.113800049,1360368.5216658886,5154375.032537101,1986539.4050337498,5624003.195062997,2311162,611.495003288927,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1154265.1897501945,5010879.357299805,1154112.3159994192,5010764.701986723,1154418.06350097,5010994.012612887,1128,0.29858154448333335,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
